id,contract_file,vulnerability,detector,function_name,function_code,dataset
4200,0x66e2c30609e9661f52e5d46e1f0f2e6955fda71e,Timestamp-Dependency,timestamp,useCaptainAbility,"    function useCaptainAbility(uint256 _captainID) whenNotPaused gameInProgress public {
        require(_captainID > 0 && _captainID < 3); 
        Phoenix storage captain = PHOENIXES[_captainID];
        require(msg.sender == captain.currentOwner); 
        require(now >= captain.abilityAvailTime); 
        if (_captainID == 1) { 
            uint groupIDStart = 3; 
            uint groupIDEnd = 11; 
        } else {
            groupIDStart = 11;
            groupIDEnd = 19;
        }
        for (uint i = groupIDStart; i < groupIDEnd; i++) {
            PHOENIXES[i].currentPower = PHOENIXES[i].currentPower.mul(3).div(2);
            if (PHOENIXES[i].currentPower > PHOENIXES[i].powerCap) {
                PHOENIXES[i].currentPower = PHOENIXES[i].powerCap;
            }
        }
        captain.abilityAvailTime = GAME_END + 10 seconds; 
        emit CaptainAbilityUsed(_captainID);
    }",smartbugs_wild
4201,0x66e2c30609e9661f52e5d46e1f0f2e6955fda71e,Timestamp-Dependency,timestamp,setPhoenixOwners,"    function setPhoenixOwners(address[19] _owners) onlyOwner public {
        require(PHOENIXES[0].previousOwner == address(0)); 
        for (uint256 i = 0; i < 19; i++) {
            Phoenix storage phoenix = PHOENIXES[i];
            phoenix.previousOwner = _owners[i];
            phoenix.currentOwner = _owners[i];
        }
    }",smartbugs_wild
4202,0x66e2c30609e9661f52e5d46e1f0f2e6955fda71e,Re-entrancy,reentrancy-unlimited-gas,withdrawFunds,"    function withdrawFunds() public {
        uint256 funds = userFunds[msg.sender];
        require(funds > 0);
        userFunds[msg.sender] = 0;
        msg.sender.transfer(funds);
        emit WithdrewFunds(msg.sender);
    }",smartbugs_wild
4203,0x0b588a1d41518991a94590a7884f52b8836df38d,Timestamp-Dependency,timestamp,getBuyPrice,"    function getBuyPrice()
    public
    view
    returns(uint256) {
        uint256 _rndNo = rndNo;
        uint256 _now = now;
        if (_now > round_m[_rndNo].endTime) {
            return (75000000000000);
        }
        if (round_m[_rndNo].keys < 10000000000000000000000000) {
            return ((round_m[_rndNo].keys.add(1000000000000000000)).ethRec(1000000000000000000));
        }
        return (0);
    }",smartbugs_wild
4204,0x0b588a1d41518991a94590a7884f52b8836df38d,Timestamp-Dependency,timestamp,awardByRndNo,"    function awardByRndNo(uint256 _rndNo)
    onlyHuman()
    public {
        require(_rndNo <= rndNo, ""You're running too fast"");
        require(now > round_m[_rndNo].endTime, ""Wait patiently"");
        require(round_m[_rndNo].leader == msg.sender, ""The prize is not yours"");
        require(round_m[_rndNo].award == false, ""Can't get prizes repeatedly"");
        uint256 _ethOut = ((round_m[_rndNo].eth).mul(35) / (100));
        round_m[_rndNo].award = true;
        msg.sender.transfer(_ethOut);
        emit FlyToTheMoonEvents.onAward(
            msg.sender,
            _rndNo,
            _ethOut,
            now
        );
    }",smartbugs_wild
4205,0x0b588a1d41518991a94590a7884f52b8836df38d,Timestamp-Dependency,timestamp,fallback,"    function()
    onlyHuman()
    isWithinLimits(msg.value)
    public
    payable {
        uint256 _eth = msg.value;
        uint256 _now = now;
        uint256 _rndNo = rndNo;
        uint256 _ethUse = msg.value;
        if (_now > round_m[_rndNo].endTime) {
            _rndNo = _rndNo.add(1);
            rndNo = _rndNo;
            round_m[_rndNo].startTime = _now;
            round_m[_rndNo].endTime = _now + rndFirStage_;
        }
        if (round_m[_rndNo].keys < 10000000000000000000000000) {
            uint256 _keys = (round_m[_rndNo].eth).keysRec(_eth);
            if (_keys.add(round_m[_rndNo].keys) >= 10000000000000000000000000) {
                _keys = (10000000000000000000000000).sub(round_m[_rndNo].keys);
                if (round_m[_rndNo].eth >= 8562500000000000000000) {
                    _ethUse = 0;
                } else {
                    _ethUse = (8562500000000000000000).sub(round_m[_rndNo].eth);
                }
                if (_eth > _ethUse) {
                    msg.sender.transfer(_eth.sub(_ethUse));
                } else {
                    _ethUse = _eth;
                }
            }
            if (_keys >= 1000000000000000000) {
                round_m[_rndNo].endTime = _now + rndFirStage_;
                round_m[_rndNo].leader = msg.sender;
            }
            playerRound_m[_rndNo][msg.sender].keys = _keys.add(playerRound_m[_rndNo][msg.sender].keys);
            playerRound_m[_rndNo][msg.sender].eth = _ethUse.add(playerRound_m[_rndNo][msg.sender].eth);
            round_m[_rndNo].keys = _keys.add(round_m[_rndNo].keys);
            round_m[_rndNo].eth = _ethUse.add(round_m[_rndNo].eth);
            totalEth = _ethUse.add(totalEth);
            emit FlyToTheMoonEvents.onFirStage(
                msg.sender,
                _rndNo,
                _keys,
                _ethUse,
                _now
            );
        } else {
            uint256 _lastPrice = round_m[_rndNo].lastPrice;
            uint256 _maxPrice = (10000000000000000000).add(_lastPrice);
            require(_eth >= (100000000000000000).add(_lastPrice), ""Need more Ether"");
            if (_eth > _maxPrice) {
                _ethUse = _maxPrice;
                msg.sender.transfer(_eth.sub(_ethUse));
            }
            round_m[_rndNo].endTime = _now + rndSecStage_;
            round_m[_rndNo].leader = msg.sender;
            round_m[_rndNo].lastPrice = _ethUse;
            playerRound_m[_rndNo][msg.sender].eth = _ethUse.add(playerRound_m[_rndNo][msg.sender].eth);
            round_m[_rndNo].eth = _ethUse.add(round_m[_rndNo].eth);
            totalEth = _ethUse.add(totalEth);
            emit FlyToTheMoonEvents.onSecStage(
                msg.sender,
                _rndNo,
                _ethUse,
                _now
            );
        }
    }",smartbugs_wild
4206,0x0b588a1d41518991a94590a7884f52b8836df38d,Re-entrancy,reentrancy-unlimited-gas,withdrawByRndNo,"    function withdrawByRndNo(uint256 _rndNo)
    onlyHuman()
    public {
        require(_rndNo <= rndNo, ""You're running too fast"");
        uint256 _total = (((round_m[_rndNo].eth).mul(playerRound_m[_rndNo][msg.sender].keys)).mul(60) / ((round_m[_rndNo].keys).mul(100)));
        uint256 _withdrawed = playerRound_m[_rndNo][msg.sender].withdraw;
        require(_total > _withdrawed, ""No need to withdraw"");
        uint256 _ethOut = _total.sub(_withdrawed);
        playerRound_m[_rndNo][msg.sender].withdraw = _total;
        msg.sender.transfer(_ethOut);
        emit FlyToTheMoonEvents.onWithdraw(
            msg.sender,
            _rndNo,
            _ethOut,
            now
        );
    }",smartbugs_wild
4207,0xfa6512358d241b636edf5f8ccaaf86676dec21a7,Re-entrancy,reentrancy-unlimited-gas,register,"    function register(bytes32 label, string subdomain, address subdomainOwner, address resolver, address referrer) public payable {
        var domainNode = keccak256(TLD_NODE, label);
        var subdomainLabel = keccak256(subdomain);
        require(ens.owner(keccak256(domainNode, subdomainLabel)) == address(0));
        var domain = domains[label];
        require(keccak256(domain.name) == label);
        require(msg.value >= domain.price);
        if (msg.value > domain.price) {
            msg.sender.transfer(msg.value - domain.price);
        }
        var total = domain.price;
        if (domain.referralFeePPM * domain.price > 0 && referrer != 0 && referrer != domain.owner) {
            var referralFee = (domain.price * domain.referralFeePPM) / 1000000;
            referrer.transfer(referralFee);
            total -= referralFee;
        }
        if (total > 0) {
            domain.owner.transfer(total);
        }
        if (subdomainOwner == 0) {
            subdomainOwner = msg.sender;
        }
        doRegistration(domainNode, subdomainLabel, subdomainOwner, Resolver(resolver));
        NewRegistration(label, subdomain, subdomainOwner, referrer, domain.price);
    }",smartbugs_wild
4208,0xfa6512358d241b636edf5f8ccaaf86676dec21a7,Re-entrancy,reentrancy-no-eth,transfer,"    function transfer(string name, address newOwner) public owner_only(keccak256(name)) {
        var label = keccak256(name);
        OwnerChanged(keccak256(name), domains[label].owner, newOwner);
        domains[label].owner = newOwner;
    }",smartbugs_wild
4209,0xfa6512358d241b636edf5f8ccaaf86676dec21a7,Re-entrancy,reentrancy-no-eth,unlistDomain,"    function unlistDomain(string name) public owner_only(keccak256(name)) {
        var label = keccak256(name);
        var domain = domains[label];
        DomainUnlisted(label);
        domain.name = '';
        domain.owner = owner(label);
        domain.price = 0;
        domain.referralFeePPM = 0;
    }",smartbugs_wild
4210,0xfa6512358d241b636edf5f8ccaaf86676dec21a7,Re-entrancy,reentrancy-no-eth,configureDomain,"    function configureDomain(string name, uint price, uint referralFeePPM) public owner_only(keccak256(name)) {
        var label = keccak256(name);
        var domain = domains[label];
        if (keccak256(domain.name) != label) {
            domain.name = name;
        }
        if (domain.owner != msg.sender) {
            domain.owner = msg.sender;
        }
        domain.price = price;
        domain.referralFeePPM = referralFeePPM;
        DomainConfigured(label);
    }",smartbugs_wild
4211,0x85b2949cea65add49c69dac77fb052596bc5ddd4,Re-entrancy,reentrancy-benign,explore,"    function explore(uint256 _shipTokenId, uint256 _sectorTokenId, uint256 _crewTokenId) payable external whenNotPaused {
        require(msg.value >= sectorToOwnerCut[_sectorTokenId]);
        require(ethernautsStorage.isCategory(_shipTokenId, uint8(AssetCategory.Ship)));
        require(ethernautsStorage.isCategory(_sectorTokenId, uint8(AssetCategory.Sector)));
        require(ethernautsStorage.isState(_shipTokenId, uint8(AssetState.Available)));
        require(!isExploring(_shipTokenId));
        require(msg.sender == ethernautsStorage.ownerOf(_shipTokenId));
        address sectorOwner = ethernautsStorage.ownerOf(_sectorTokenId);
        require(sectorOwner != address(0));
        if (_crewTokenId > 0) {
            require(!isExploring(_crewTokenId));
            require(ethernautsStorage.isCategory(_crewTokenId, uint8(AssetCategory.CrewMember)));
            require(msg.sender == ethernautsStorage.ownerOf(_crewTokenId));
        }
        tokenIndexToExplore[_shipTokenId] = explorers.push(_shipTokenId) - 1;
        tokenIndexToSector[_shipTokenId] = _sectorTokenId;
        uint8[STATS_SIZE] memory _shipStats = ethernautsStorage.getStats(_shipTokenId);
        uint8[STATS_SIZE] memory _sectorStats = ethernautsStorage.getStats(_sectorTokenId);
        if (_crewTokenId > 0) {
            exploreIndexToCrew[tokenIndexToExplore[_shipTokenId]] = _crewTokenId;
            missions[_crewTokenId]++;
            uint8[STATS_SIZE] memory _crewStats = ethernautsStorage.getStats(_crewTokenId);
            _shipStats[uint256(ShipStats.Range)] += _crewStats[uint256(ShipStats.Range)];
            _shipStats[uint256(ShipStats.Speed)] += _crewStats[uint256(ShipStats.Speed)];
            if (_shipStats[uint256(ShipStats.Range)] > STATS_CAPOUT) {
                _shipStats[uint256(ShipStats.Range)] = STATS_CAPOUT;
            }
            if (_shipStats[uint256(ShipStats.Speed)] > STATS_CAPOUT) {
                _shipStats[uint256(ShipStats.Speed)] = STATS_CAPOUT;
            }
        }
        uint256 time = uint256(_explorationTime(
            _shipStats[uint256(ShipStats.Range)],
            _shipStats[uint256(ShipStats.Speed)],
            _sectorStats[uint256(SectorStats.Size)]
        ));
        time *= 60;
        uint64 _cooldownEndBlock = uint64((time / secondsPerBlock) + block.number);
        ethernautsStorage.setAssetCooldown(_shipTokenId, now + time, _cooldownEndBlock);
        if (_crewTokenId > 0) {
            ethernautsStorage.setAssetCooldown(_crewTokenId, now + time, _cooldownEndBlock);
        }
        uint256 feeExcess = SafeMath.sub(msg.value, sectorToOwnerCut[_sectorTokenId]);
        uint256 payment = uint256(SafeMath.div(SafeMath.mul(msg.value, percentageCut), 100)) - sectorToOracleFee[_sectorTokenId];
        Explore(_shipTokenId, _sectorTokenId, _crewTokenId, now + time);
        oracleAddress.transfer(sectorToOracleFee[_sectorTokenId]);
        sectorOwner.transfer(payment);
        msg.sender.transfer(feeExcess);
    }",smartbugs_wild
4212,0x85b2949cea65add49c69dac77fb052596bc5ddd4,Re-entrancy,reentrancy-benign,explorationResults,"    function explorationResults(
        uint256 _shipTokenId,
        uint256 _sectorTokenId,
        uint16[10] _IDs,
        uint8[10] _attributes,
        uint8[STATS_SIZE][10] _stats
    )
    external onlyOracle {
        uint256 cooldown;
        uint64 cooldownEndBlock;
        uint256 builtBy;
        (, , , , , cooldownEndBlock, cooldown, builtBy) = ethernautsStorage.assets(_shipTokenId);
        address owner = ethernautsStorage.ownerOf(_shipTokenId);
        require(owner != address(0));
        uint256 i = 0;
        for (i = 0; i < 10 && _IDs[i] > 0; i++) {
            _buildAsset(
                _sectorTokenId,
                owner,
                0,
                _IDs[i],
                uint8(AssetCategory.Object),
                uint8(_attributes[i]),
                _stats[i],
                cooldown,
                cooldownEndBlock
            );
        }
        require(i > 0);
        delete explorers[tokenIndexToExplore[_shipTokenId]];
        delete tokenIndexToSector[_shipTokenId];
        Result(_shipTokenId, _sectorTokenId);
    }",smartbugs_wild
4213,0xbbbecd6ee8d2972b4905634177c56ad73f226276,Re-entrancy,reentrancy-unlimited-gas,levelUp,"    function levelUp(uint256 _factoryId) public payable onlyExistingUser {
        Factory storage factory = factories[_factoryId];
        uint256 price = getPrice(factory.ftype, factory.level + 1);
        uint256 userId = addressToUser[msg.sender];
        User storage user = users[userId];
        require(_checkPayment(user, factory.ftype, factory.level + 1));
        user.balance = user.balance.add(msg.value);
        user.balance = user.balance.sub(price);
        user.totalPay = user.totalPay.add(price);
        totalDeposit += msg.value;
        _distributeInvestment(msg.value);
        _distributeReferrers(userId, price);
        _collectResource(factory, user);
        factory.level++;
        _updateLeaders(msg.sender, msg.value);
        emit LevelUp(_factoryId, factory.level, userId, price);
    }",smartbugs_wild
4214,0xbbbecd6ee8d2972b4905634177c56ad73f226276,Re-entrancy,reentrancy-unlimited-gas,sellResources,"    function sellResources(uint8 _type) public onlyExistingUser returns(uint256) {
        uint256 userId = addressToUser[msg.sender];
        uint256 sum = Math.min(users[userId].resources[_type] * getResourcePrice(_type), address(this).balance);
        users[userId].resources[_type] = 0;
        msg.sender.transfer(sum);
        emit Sell(userId, _type, sum);
        return sum;
    }",smartbugs_wild
4215,0xbbbecd6ee8d2972b4905634177c56ad73f226276,Re-entrancy,reentrancy-unlimited-gas,_paymentProceed,"    function _paymentProceed(uint256 _userId, Factory _factory) private returns(uint256) {
        User storage user = users[_userId];
        require(_checkPayment(user, _factory.ftype, _factory.level));
        uint256 price = getPrice(_factory.ftype, 0);
        user.balance = user.balance.add(msg.value);
        user.balance = user.balance.sub(price);
        user.totalPay = user.totalPay.add(price);
        totalDeposit += msg.value;
        uint256 index = factories.push(_factory) - 1;
        factoryToUser[index] = _userId;
        userToFactories[_userId].push(index);
        _distributeInvestment(msg.value);
        _distributeReferrers(_userId, price);
        _updateLeaders(msg.sender, msg.value);
        emit PaymentProceed(_userId, index, _factory.ftype, price);
        return index;
    }",smartbugs_wild
4216,0xbbbecd6ee8d2972b4905634177c56ad73f226276,Re-entrancy,reentrancy-unlimited-gas,deposit,"    function deposit() public payable onlyExistingUser returns(uint256) {
        require(msg.value > minSumDeposit, ""Deposit does not enough"");
        uint256 userId = addressToUser[msg.sender];
        users[userId].balance = users[userId].balance.add(msg.value);
        totalDeposit += msg.value;
        _distributeInvestment(msg.value);
        _updateLeaders(msg.sender, msg.value);
        emit Deposit(userId, msg.value);
        return users[userId].balance;
    }",smartbugs_wild
4217,0xbbbecd6ee8d2972b4905634177c56ad73f226276,Timestamp-Dependency,timestamp,_updateLeaders,"    function _updateLeaders(address _addr, uint256 _value) internal {
        for (uint i = 0; i < leaders.length; i++) {
            _updateLeadersTable(i, _addr, _value);
        }
    }",smartbugs_wild
4218,0xbbbecd6ee8d2972b4905634177c56ad73f226276,Timestamp-Dependency,timestamp,_updateLeadersTable,"    function _updateLeadersTable(uint256 i, address _addr, uint256 _value) internal {
        if (now > leaders[i].timestampEnd) _clearLeadersTable(i);
        LeadersTable storage leader = leaders[i];
        bool isExist = leader.users[_addr] >= leader.minSum;
        uint256 oldSum = leader.users[_addr];
        uint256 newSum = oldSum.add(_value);
        leader.users[_addr] = newSum;
        if (newSum < leader.minSum && leader.leaders.length == leadersCount) return;
        if (!isExist || leader.leaders.length == 0) leader.leaders.push(_addr);
        if (leader.leaders.length > 1) quickSort(leader, 0, int256(leader.leaders.length - 1));
        if (leader.leaders.length > leadersCount) {
            delete leader.leaders[leadersCount - 1];
        }
        leader.minSum = leader.users[leader.leaders[leader.leaders.length - 1]];
    }",smartbugs_wild
4219,0x967081d634f01003b2c5b3d8ea5aa2c55000722e,Timestamp-Dependency,timestamp,fallback,"    function() public payable {
        require(stage != Stages.ENDED);
        require(!stopped && msg.sender != owner);
        if (stage == Stages.PREICO && now <= pre_enddate) {
            require(eth_received <= 1500 ether);
            eth_received = (eth_received).add(msg.value);
            no_of_tokens = ((msg.value).mul(_price_tokn_PRE));
            bonus_token = ((no_of_tokens).mul(58)).div(100); 
            total_token = no_of_tokens + bonus_token;
            transferTokens(msg.sender, total_token);
        } else if (stage == Stages.ICO && now <= ico_fourth) {
            if (now < ico_first) {
                no_of_tokens = (msg.value).mul(_price_tokn_ICO);
                bonus_token = ((no_of_tokens).mul(15)).div(100); 
                total_token = no_of_tokens + bonus_token;
                transferTokens(msg.sender, total_token);
            } else if (now >= ico_first && now < ico_second) {
                no_of_tokens = (msg.value).mul(_price_tokn_ICO);
                bonus_token = ((no_of_tokens).mul(10)).div(100); 
                total_token = no_of_tokens + bonus_token;
                transferTokens(msg.sender, total_token);
            } else if (now >= ico_second && now < ico_third) {
                no_of_tokens = (msg.value).mul(_price_tokn_ICO);
                bonus_token = ((no_of_tokens).mul(5)).div(100); 
                total_token = no_of_tokens + bonus_token;
                transferTokens(msg.sender, total_token);
            } else if (now >= ico_third && now < ico_fourth) {
                no_of_tokens = (msg.value).mul(_price_tokn_ICO); 
                total_token = no_of_tokens;
                transferTokens(msg.sender, total_token);
            }
        } else {
            revert();
        }
    }",smartbugs_wild
4220,0x967081d634f01003b2c5b3d8ea5aa2c55000722e,Timestamp-Dependency,timestamp,end_ICO,"    function end_ICO() external onlyOwner atStage(Stages.ICO) {
        require(now > ico_fourth);
        stage = Stages.ENDED;
        _totalsupply = (_totalsupply).sub(balances[address(this)]);
        balances[address(this)] = 0;
        Transfer(address(this), 0, balances[address(this)]);
    }",smartbugs_wild
4221,0x967081d634f01003b2c5b3d8ea5aa2c55000722e,Timestamp-Dependency,timestamp,start_ICO,"    function start_ICO() public onlyOwner atStage(Stages.PREICO) {
        require(now > pre_enddate || eth_received >= 1500 ether);
        stage = Stages.ICO;
        stopped = false;
        ico1_startdate = now;
        ico_first = now + 15 days;
        ico_second = ico_first + 15 days;
        ico_third = ico_second + 15 days;
        ico_fourth = ico_third + 15 days;
        Transfer(0, address(this), balances[address(this)]);
    }",smartbugs_wild
4222,0xf24c63438ae11cb3facb84006f4cfa75458126ed,Timestamp-Dependency,timestamp,isPregnant,"    function isPregnant(uint256 _EtherDogId)
    public
    view
    returns(bool) {
        require(_EtherDogId > 0);
        return EtherDogs[_EtherDogId].siringWithId != 0;
    }",smartbugs_wild
4223,0xf24c63438ae11cb3facb84006f4cfa75458126ed,Timestamp-Dependency,timestamp,breedWithAuto,"    function breedWithAuto(uint256 _matronId, uint256 _sireId)
    external
    payable
    whenNotPaused {
        require(msg.value >= autoBirthFee);
        require(_owns(msg.sender, _matronId));
        require(_isSiringPermitted(_sireId, _matronId));
        EtherDog storage matron = EtherDogs[_matronId];
        require(_isReadyToBreed(matron));
        EtherDog storage sire = EtherDogs[_sireId];
        require(_isReadyToBreed(sire));
        require(_isValidMatingPair(
            matron,
            _matronId,
            sire,
            _sireId
        ));
        _breedWith(_matronId, _sireId);
    }",smartbugs_wild
4224,0xf24c63438ae11cb3facb84006f4cfa75458126ed,Timestamp-Dependency,timestamp,tokensOfOwner,"    function tokensOfOwner(address _owner) external view returns(uint256[] ownerTokens) {
        uint256 tokenCount = balanceOf(_owner);
        if (tokenCount == 0) {
            return new uint256[](0);
        } else {
            uint256[] memory result = new uint256[](tokenCount);
            uint256 totalDogs = totalSupply();
            uint256 resultIndex = 0;
            uint256 dogId;
            for (dogId = 1; dogId <= totalDogs; dogId++) {
                if (EtherDogIndexToOwner[dogId] == _owner) {
                    result[resultIndex] = dogId;
                    resultIndex++;
                }
            }
            return result;
        }
    }",smartbugs_wild
4225,0xf24c63438ae11cb3facb84006f4cfa75458126ed,Timestamp-Dependency,timestamp,giveBirth,"    function giveBirth(uint256 _matronId)
    external
    whenNotPaused
    returns(uint256) {
        EtherDog storage matron = EtherDogs[_matronId];
        require(matron.birthTime != 0);
        require(_isReadyToGiveBirth(matron));
        uint256 sireId = matron.siringWithId;
        EtherDog storage sire = EtherDogs[sireId];
        uint16 parentGen = matron.generation;
        if (sire.generation > matron.generation) {
            parentGen = sire.generation;
        }
        uint256 childGenes = geneScience.mixGenes(matron.genes, sire.genes, matron.cooldownEndBlock - 1);
        address owner = EtherDogIndexToOwner[_matronId];
        uint256 EtherDogId = _createEtherDog(_matronId, matron.siringWithId, parentGen + 1, childGenes, owner);
        delete matron.siringWithId;
        pregnantEtherDogs--;
        msg.sender.transfer(autoBirthFee);
        return EtherDogId;
    }",smartbugs_wild
4226,0xfc812ef2661a99cd21ab452edcbab505583fe40b,Re-entrancy,reentrancy-unlimited-gas,DrawCom,"    function DrawCom() public {
        require(msg.sender == comor, ""only comor"");
        comor.transfer(comorGen);
        comorGen = 0;
    }",smartbugs_wild
4227,0xfc812ef2661a99cd21ab452edcbab505583fe40b,Timestamp-Dependency,timestamp,iWantXKeys,"    function iWantXKeys(uint256 _keys)
    public
    view
    returns(uint256) {
        uint256 _rID = roundList.length - 1;
        uint256 _now = now;
        _keys = _keys.mul(decimal);
        if (_now > roundList[_rID].iGameStartTime && _now <= roundList[_rID].iGameEndTime)
            return (roundList[_rID].iKeyNum.add(_keys)).ethRec(_keys);
        else 
            return ((_keys).eth());
    }",smartbugs_wild
4228,0xfc812ef2661a99cd21ab452edcbab505583fe40b,Timestamp-Dependency,timestamp,WithDraw,"    function WithDraw() public {
        if (IsSeedMember(msg.sender)) {
            require(SeedMemberCanDraw() == true, ""seed value not enough"");
        }
        uint256 _rID = roundList.length - 1;
        uint256 _now = now;
        address _pID = msg.sender;
        uint256 _eth;
        if (IsSeedMember(msg.sender)) {
            require(plyMap[_pID].roundMap[_rID + 1].iKeyNum >= seedMemberValue_, ""seedMemberValue not enough"");
            _eth = withdrawEarnings(_pID);
            if (seedMap[_pID].f == 1) {
                _eth = _eth.add(specGen);
                specGen = 0;
            }
            uint256 op = operatorGen / 15 - seedMap[_pID].iMask;
            seedMap[_pID].iMask = operatorGen / 15;
            if (op > 0)
                _eth = _eth.add(op);
            if (_eth > 0)
                _pID.transfer(_eth);
            return;
        }
        if (_now > roundList[_rID].iGameEndTime && roundList[_rID].bIsGameEnded == false) {
            roundList[_rID].bIsGameEnded = true;
            RoundEnd();
            _eth = withdrawEarnings(_pID);
            if (_eth > 0)
                _pID.transfer(_eth);
        } else {
            _eth = withdrawEarnings(_pID);
            if (_eth > 0)
                _pID.transfer(_eth);
        }
    }",smartbugs_wild
4229,0xfc812ef2661a99cd21ab452edcbab505583fe40b,Timestamp-Dependency,timestamp,BuyCore,"    function BuyCore(address _pID, uint256 iCurRdIdx, uint256 _eth) private {
        uint256 _now = now;
        if (_now > roundList[iCurRdIdx].iGameStartTime && _now <= roundList[iCurRdIdx].iGameEndTime) {
            if (_eth >= 100000000000000000) {
                DoAirDrop(_pID, _eth);
            }
            uint256 iAddKey = roundList[iCurRdIdx].iSumPayable.keysRec(_eth);
            plyMap[_pID].roundMap[iCurRdIdx + 1].iKeyNum += iAddKey;
            roundList[iCurRdIdx].iKeyNum += iAddKey;
            roundList[iCurRdIdx].iSumPayable = roundList[iCurRdIdx].iSumPayable.add(_eth);
            if (IsSeedMember(_pID)) {
                comorGen = comorGen.add((_eth.mul(3)) / (10));
                seedBuy[_pID] = seedBuy[_pID].add(_eth);
            } else {
                uint256[9] memory affGenArr;
                address[9] memory affAddrArr;
                for (uint256 i = 0; i < 9; i++) {
                    affGenArr[i] = _eth.mul(affRate[i]) / 100;
                    if (i == 0) {
                        affAddrArr[i] = affMap[plyMap[_pID].affCode];
                    } else {
                        affAddrArr[i] = affMap[plyMap[affAddrArr[i - 1]].affCode];
                    }
                    if (affAddrArr[i] != 0x0) {
                        plyMap[affAddrArr[i]].affGen = plyMap[affAddrArr[i]].affGen.add(affGenArr[i]);
                    } else {
                        comorGen = comorGen.add(affGenArr[i]);
                    }
                }
            }
            airDropPot_ = airDropPot_.add((_eth) / (100));
            uint256 iAddProfit = (_eth.mul(35)) / (100);
            uint256 _ppt = (iAddProfit.mul(decimal)) / (roundList[iCurRdIdx].iKeyNum);
            uint256 iOldMask = roundList[iCurRdIdx].iMask;
            roundList[iCurRdIdx].iMask = _ppt.add(roundList[iCurRdIdx].iMask);
            plyMap[_pID].roundMap[iCurRdIdx + 1].iMask = (((iOldMask.mul(iAddKey)) / (decimal))).add(plyMap[_pID].roundMap[iCurRdIdx + 1].iMask);
            roundList[iCurRdIdx].iSharePot = roundList[iCurRdIdx].iSharePot.add((_eth) / (5));
            operatorGen = operatorGen.add((_eth) / (20));
            comorGen = comorGen.add((_eth.mul(8)) / (100));
            specGen = specGen.add((_eth) / (100));
            roundList[iCurRdIdx].iGameEndTime = roundList[iCurRdIdx].iGameEndTime + iAddKey / 1000000000000000000 * iAddTime;
            if (roundList[iCurRdIdx].iGameEndTime - _now > iTimeInterval) {
                roundList[iCurRdIdx].iGameEndTime = _now + iTimeInterval;
            }
            MakeWinner(_pID, iAddKey, iCurRdIdx);
            emit evtBuyKey(iCurRdIdx + 1, _pID, _eth, iAddKey);
        } else {
            if (_now > roundList[iCurRdIdx].iGameEndTime && roundList[iCurRdIdx].bIsGameEnded == false) {
                roundList[iCurRdIdx].bIsGameEnded = true;
                RoundEnd();
            }
            plyMap[msg.sender].gen = plyMap[msg.sender].gen.add(_eth);
        }
        return;
    }",smartbugs_wild
4230,0x39013f961c378f02c2b82a6e1d31e9812786fd9d,Timestamp-Dependency,timestamp,fallback,"    function() public payable {
        uint256 receivedETH = 0;
        uint256 receivedETHUNIT = 0;
        uint256 sendingSMSToken = 0;
        uint256 sendingSMSBonus = 0;
        Log(msg.value);
        if (icoOnSale && !icoOnPaused && msg.sender != owner) {
            if (now <= endDate) {
                Log(currentPhase);
                receivedETH = msg.value;
                if ((checkAddress(msg.sender) && checkMinBalance(msg.sender)) || firstMembershipPurchase <= receivedETH) {
                    receivedETHUNIT = receivedETH * UNIT;
                    sendingSMSToken = SMSLIB.safeDiv(receivedETHUNIT, tokenPrice);
                    Log(sendingSMSToken);
                    if (currentPhase == 1 || currentPhase == 2 || currentPhase == 3) {
                        sendingSMSBonus = calcBonus(sendingSMSToken);
                        Log(sendingSMSBonus);
                    }
                    Log(sendingSMSToken);
                    if (!transferTokens(msg.sender, sendingSMSToken, sendingSMSBonus))
                        revert();
                } else {
                    revert();
                }
            } else {
                revert();
            }
        } else {
            revert();
        }
    }",smartbugs_wild
4231,0xcf0010af06edff540af798d06e866d95cbdc8488,Re-entrancy,reentrancy-benign,init,"    function init() onlyManagement whenPaused external {
        unicornBreeding = UnicornBreedingInterface(unicornManagement.unicornBreedingAddress());
    }",smartbugs_wild
4232,0xcf0010af06edff540af798d06e866d95cbdc8488,Re-entrancy,reentrancy-benign,minusFreezingTime,"    function minusFreezingTime(uint _unicornId, uint64 _time) onlyBreeding public {
        require(unicorns[_unicornId].freezingEndTime > now);
        unicorns[_unicornId].freezingEndTime -= _time;
    }",smartbugs_wild
4233,0xcf0010af06edff540af798d06e866d95cbdc8488,Re-entrancy,reentrancy-benign,createUnicorn,"    function createUnicorn(address _owner) onlyBreeding external returns(uint) {
        require(_owner != address(0));
        uint256 _unicornId = lastUnicornId++;
        addUnicorn(_owner, _unicornId);
        unicorns[_unicornId] = Unicorn({
            gene: new bytes(0),
            birthTime: uint64(now),
            freezingEndTime: 0,
            freezingTourEndTime: 0,
            name: ''
        });
        emit Transfer(0x0, _owner, _unicornId);
        return _unicornId;
    }",smartbugs_wild
